  1e-7 3.0188857795275553E-009 2.864e-9
  1e-6 3.0188857795275553E-009 2.688e-9
  7.031586304873139E-006  2.540345264544567E-009  2.540911135032919E-009
  7.770052204727147E-006  2.534490681044422E-009  2.535055247404518E-009
  8.586072707710931E-006  2.528649590256642E-009  2.529212855494035E-009
  9.487792694268941E-006  2.522821961085370E-009  2.523383928198667E-009
  1.048421243027445E-005  2.517007762506414E-009  2.517568434487202E-009
  1.158527740066634E-005  2.511206963567082E-009  2.511766343378544E-009
  1.280197757752576E-005  2.505419533386018E-009  2.505977623995147E-009
  1.414645711340894E-005  2.499645441153035E-009  2.500202241228897E-009
  1.563213555480982E-005  2.493884656128953E-009  2.494438610848773E-009
  1.727384178561043E-005  2.488137147645434E-009  2.488689349124001E-009
  1.908796203743841E-005  2.482402885104822E-009  2.482953372065550E-009
  2.109260344425542E-005  2.476681837979973E-009  2.477230532207697E-009
  2.330777477365104E-005  2.470973975814101E-009  2.471520379920277E-009
  2.575558613876083E-005  2.465279268220611E-009  2.465823687042743E-009
  2.846046968417734E-005  2.459597684882938E-009  2.460139851601963E-009
  3.144942344856877E-005  2.453929195554385E-009  2.454468886229244E-009
  3.475228083805168E-005  2.448273770057965E-009  2.448810727367887E-009
  3.840200839999108E-005  2.442631378286236E-009  2.443165329027229E-009
  4.243503486937355E-005  2.437001990201143E-009  2.437532513501619E-009
  4.689161477203799E-005  2.431385575833858E-009  2.431912203017969E-009
  5.181623021396782E-005  2.425782105284622E-009  2.426304263125553E-009
  5.725803486699209E-005  2.420191548722583E-009  2.420708550712679E-009
  6.327134458241460E-005  2.414613876385637E-009  2.415124859566555E-009
  6.991617952949397E-005  2.409049058580274E-009  2.409552987450411E-009
  7.725886326997804E-005  2.403497065681414E-009  2.403992678316548E-009
  8.537268474818735E-005  2.397957868132255E-009  2.398443629376734E-009
  9.433862980411739E-005  2.392431436444110E-009  2.392905479421141E-009
  1.042461895109521E-004  2.386917741196254E-009  2.387377797543311E-009
  1.151942534051840E-004  2.381416753035766E-009  2.381860066295866E-009
  1.272920965248674E-004  2.375928442677375E-009  2.376351662636086E-009
  1.406604701078516E-004  2.370452780903298E-009  2.370851834000985E-009
  1.554328068364921E-004  2.364989738563092E-009  2.365359661494195E-009
  1.717565526586541E-004  2.359539286573494E-009  2.359874005645081E-009
  1.897946384782071E-004  2.354101395918267E-009  2.354393410398566E-009
  2.097271064042770E-004  2.348676037648048E-009  2.348915912423851E-009
  2.317529067912077E-004  2.343263182880188E-009  2.343438615624162E-009
  2.560918840058860E-004  2.337862802798607E-009  2.337956677814285E-009
  2.829869707428080E-004  2.332474868653632E-009  2.332460861267463E-009
  3.127066127888310E-004  2.327099351761848E-009  2.326932372917767E-009
  3.455474484397232E-004  2.321736223505947E-009  2.321338261132750E-009
  3.818372693123550E-004  2.316385455334573E-009  2.315665016808808E-009
  4.219382921050538E-004  2.311047018762170E-009  2.309996159265469E-009
  4.662507739622818E-004  2.305720885368830E-009  2.304453072223431E-009
  5.152170075293879E-004  2.300407026800145E-009  2.299062141722196E-009
  5.693257355729590E-004  2.295105414767052E-009  2.293868344987833E-009
  6.291170292300618E-004  2.289816021045684E-009  2.288904319185185E-009
  6.951876785772632E-004  2.284538817477222E-009  2.283764033567208E-009
  7.681971493238847E-004  2.279273775967740E-009  2.277879146953229E-009
  8.488741650845528E-004  2.274020868488061E-009  2.272992606720241E-009
  9.380239809301667E-004  2.268780067073604E-009  2.268182647791820E-009
  1.036536420816195E-003  2.263551343824236E-009  2.260475433317495E-009
  1.145394759111638E-003  2.258334670904125E-009  2.254522499546903E-009
  1.265685534877165E-003  2.253130020541588E-009  2.253886436529365E-009
  1.392254088364881E-003  2.248173918137627E-009  2.247358773637940E-009
  1.518822641852598E-003  2.243658870927123E-009  2.240199075211704E-009
  1.645391195340314E-003  2.239513437947215E-009  2.241360565375475E-009
  1.771959748828031E-003  2.235682195213351E-009  2.233214635598286E-009
  1.898528302315747E-003  2.232121285107129E-009  2.234227855197028E-009
  2.025096855803464E-003  2.228795410573709E-009  2.226474016017634E-009
  2.151665409291180E-003  2.225675745707161E-009  2.222471053182289E-009
  2.278233962778897E-003  2.222738446808343E-009  2.220979062077250E-009
  2.404802516266613E-003  2.219963568143628E-009  2.220466221262744E-009
  2.531371069754330E-003  2.217334257250487E-009  2.215262499477455E-009
  2.657939623242046E-003  2.214836147570047E-009  2.210539546760589E-009
  2.784508176729763E-003  2.212456893075959E-009  2.206909731537704E-009
  2.911076730217480E-003  2.210185806857576E-009  2.210321322827535E-009
  3.037645283705196E-003  2.208013576994915E-009  2.209723418052742E-009
  3.164213837192913E-003  2.205932040712075E-009  2.204816743997765E-009
  3.290782390680629E-003  2.203934003036163E-009  2.196693013865548E-009
  3.417350944168345E-003  2.202013089841251E-009  2.201834018658283E-009
  3.543919497656062E-003  2.200163627743041E-009  2.202512288499496E-009
  3.670488051143779E-003  2.198380545167483E-009  2.202846646340729E-009
  3.797056604631495E-003  2.196659290268715E-009  2.199135982609780E-009
  3.923625158119211E-003  2.194995762367933E-009  2.192994849670541E-009
  4.050193711606928E-003  2.193386254327141E-009  2.192195111994813E-009
  4.176762265094645E-003  2.191827403830769E-009  2.190024203520506E-009
  4.303330818582361E-003  2.190316151973228E-009  2.198722035155408E-009
  4.429899372070078E-003  2.188849707876682E-009  2.194459166867727E-009
  4.556467925557794E-003  2.187425518315714E-009  2.187592137503033E-009
  4.683036479045511E-003  2.186041241522565E-009  2.184097573820205E-009
  4.809605032533228E-003  2.184694724501380E-009  2.185829167118573E-009
  4.936173586020944E-003  2.183383983302430E-009  2.186665846508313E-009
  5.062742139508660E-003  2.182107185804913E-009  2.187126497668079E-009
  5.189310692996377E-003  2.180862636635231E-009  2.183751542881219E-009
  5.315879246484093E-003  2.179648763910788E-009  2.176714870776777E-009
